"","Barri","Any","all","violence","property_vh","property_personal","damage","other","TOTAL.x","all_rate","violence_rate","property_vh_rate","property_personal_rate","damage_rate","other_rate","sample.r","TOTAL.y","violence.r","violence.r.w","violence.r.wo","property_personal.r","property_personal.r.w","property_personal.r.wo","property_vh.r","property_vh.r.w","property_vh.r.wo","damage.r","damage.r.w","damage.r.wo","sample.f","violence.f","violence.f.w","violence.f.w2","violence.f.wo","property_personal.f","property_personal.f.w","property_personal.f.w2","property_personal.f.wo","property_vh.f","property_vh.f.w","property_vh.f.w2","property_vh.f.wo","sample.p","violence.p","violence.p.w","violence.p.w2","violence.p.wo","property_personal.p","property_personal.p.w","property_personal.p.w2","property_personal.p.wo","property_vh.p","property_vh.p.w","property_vh.p.w2","property_vh.p.wo"
"182","la sagrera","2017-18",1946,272.5,165,1224,151,133.5,29400,66.1904761904762,9.2687074829932,5.61224489795918,41.6326530612245,5.13605442176871,4.54081632653061,171,29400,18,109.363930141356,17.7014207459651,44,240.171229747909,38.8736211596327,34,217.022166732097,35.1267614428311,NA,NA,NA,41,10,2657.1660448158,1388.37538511169,412.671820675235,12,3188.59925377896,1666.05046213403,495.206184810282,10,2657.1660448158,1388.37538511169,412.671820675235,12,3,17.4244741316472,12.0496281170309,2.82028953680439,5,31.47712343328,31.47712343328,4.67365135492876,2,10.93788520508,8.20964858701625,1.770383597553
"183","la sagrera","2019-20",1862.39684813754,264.657593123209,140.10888252149,1146.20773638968,160.030085959885,151.392550143266,29400,63.3468315693039,9.00195894976902,4.76560824903027,38.9866577003294,5.44320020271719,5.14940646745804,102,29400,8,77.523476548209,7.52414654189414,42,394.645042506856,38.3028117941419,21,199.332603641673,19.3464971794005,NA,NA,NA,38,7,2489.74458217129,924.61216662706,252.456699332479,18,6402.20035415476,2377.5741427553,649.17436971209,8,2845.42237962434,1056.69961900235,288.521942094262,8,1,8.38998100781943,4.19499050390972,0.998719977544471,4,33.1125190491211,23.1457756538902,3.50294731567067,2,19.2643508857273,19.2643508857273,1.86972779798572
"184","el congrés i els indians","2015-16",787.5,137,61,429.5,94.5,65.5,14557,54.097684962561,9.4112797966614,4.19042385106821,29.5047056398983,6.49172219550732,4.49955347942571,62,14557,10,140.660899840489,8.66953065914563,18,285.800623995633,17.6151103465348,17,268.884542737597,16.5725001736619,NA,NA,NA,11,2,336.171656766894,240.628088509662,21.618511701755,4,672.343313533789,481.256177019324,43.2370234035101,5,840.429141917235,601.570221274155,54.0462792543876,5,0,0,0,0,1,13.5472760103827,6.77363800519137,0.834976349881944,4,58.7723359539663,48.5304945890786,3.55308591644026
"185","el congrés i els indians","2017-18",853,137.5,68.5,504.5,85,57.5,14557,58.5972384419867,9.44562753314557,4.7056398983307,34.6568661125232,5.83911520230817,3.94998969567905,80,14557,9,119.852629638838,8.89585379187541,18,183.77755826448,13.6405708700354,23,276.441422135823,20.5183856269892,NA,NA,NA,24,3,1011.11121167067,436.327346951245,74.4822712334081,2,674.07414111378,290.884897967496,49.6548474889387,14,4718.51898779646,2036.19428577248,347.583932422571,2,0,0,0,0,0,0,0,0,2,26.1733625981888,26.1733625981888,1.9204308904829
"186","el congrés i els indians","2019-20",814.123209169054,139.4111747851,64.0358166189112,466.444126074499,88.9942693409742,55.2378223495702,14557,55.926578908364,9.57691658893318,4.39897070954944,32.0425998539877,6.1135034238493,3.79458833204439,61,14557,9,134.032605440994,7.63866725583942,17,258.867604443112,14.7531526911019,14,228.356760463404,13.0143057583798,NA,NA,NA,19,3,1129.59461696178,527.727081222986,60.2982840542756,9,3388.78385088534,1583.18124366896,180.894852162827,4,1506.12615594904,703.636108297314,80.3977120723675,8,0,0,0,0,5,120.062156723322,80.7911579888943,6.31756404620506,2,36.4971980649044,36.4971980649044,2.08001591009141
"187","navas","2015-16",1095,175.5,93,639.5,102,85,22279,49.1494232236635,7.87737331118991,4.17433457516047,28.7041608689798,4.57830243727277,3.81525203106064,93,22279,15,139.226222012084,12.4617480920589,34,382.447553206593,34.2318063192952,25,271.837493362564,24.3314105295982,NA,NA,NA,31,4,1264.00450366527,625.996644755684,117.287751636798,3,948.003377748955,469.497483566763,87.9658137275987,21,6636.02364424269,3286.48238496734,615.760696093191,11,2,14.8742558164993,11.6059108867792,1.33135286128764,0,0,0,0,8,93.1440015621515,70.0116092561332,8.58812211892614
"188","navas","2017-18",1223,188.5,95,771.5,82.5,85.5,22279,54.8947439292607,8.46088244535213,4.26410521118542,34.6290228466269,3.70303873602944,3.83769469006688,127,22279,12,108.612279443846,12.7465499681625,37,281.475842196807,33.0335198355466,15,115.910970903516,13.6031118216588,NA,NA,NA,12,4,424.931458694566,253.732266382719,49.9612629533358,4,424.931458694566,253.732266382719,49.9612629533358,1,106.232864673642,63.4330665956798,12.4903157383339,6,2,25.5512021571469,8.51706738571562,2.99864505846302,3,27.2812691325155,18.7642017467998,3.23924556649843,1,9.41550171970296,9.41550171970296,1.15485071156774
"189","navas","2019-20",1208.37535816619,188.809455587393,95.10888252149,736.174785100286,91.9942693409742,96.2879656160458,22279,54.2383122297315,8.47477245780298,4.2689924377885,33.0434393419941,4.12919203469519,4.32191595745078,96,22279,21,208.477526689377,18.8057374536006,46,468.030281406573,42.2187212801163,27,277.375135281946,25.0206535596579,NA,NA,NA,27,7,1994.29889724626,823.919669694975,177.579002452916,10,2848.99842463752,1177.02809956425,253.684289218451,7,1994.29889724626,823.919669694975,177.579002452916,8,1,8.50130464880656,8.50130464880656,0.816743022149535,3,36.7538001737239,36.7538001737239,3.41894080312229,2,21.7754860459207,21.7754860459207,1.96426003323741
"190","el camp de l'arpa del clot","2015-16",2086,329.5,181.5,1245,208,122,39034,53.4405902546498,8.44135881539171,4.64979248859968,31.8952707895681,5.32868781062663,3.1254803504637,120,39034,15,123.69751132899,20.7507115768565,32,299.0812123378,50.171971194895,44,384.31256984719,64.4698442723689,NA,NA,NA,22,3,568.674676959698,281.253508220661,95.1400802029086,2,379.116451306465,187.502338813774,63.4267201352724,17,3222.48983610496,1593.76987991708,539.127121149816,8,0,0,0,0,2,18.7121063147758,18.7121063147758,3.12109143552522,6,50.6310283268869,50.6310283268869,8.45964334868482
"191","el camp de l'arpa del clot","2017-18",2295,302,189,1489.5,192.5,122,39034,58.7948967566737,7.73684480196752,4.84193267407901,38.1590408361941,4.93159809396936,3.1254803504637,161,39034,28,171.811070857419,33.6640475875981,69,395.205204655566,77.4350962950004,38,227.84773385571,44.6436711963126,NA,NA,NA,38,4,941.581562961693,433.556686348544,184.555176829547,14,3295.53547036593,1517.4484022199,645.943118903415,12,2824.74468888508,1300.67005904563,553.665530488642,6,1,4.6670632981052,4.6670632981052,0.91444771386198,1,8.82140366500211,8.82140366500211,1.72843432781165,4,27.2137704185259,18.0361768144065,5.10359572750262
"192","el camp de l'arpa del clot","2019-20",2148.40687679083,355.018624641834,175.34670487106,1307.72922636103,184.011461318052,126.300859598854,39034,55.0393727722199,9.09511258497294,4.49215311961521,33.5023114812992,4.71413284106296,3.23566274526961,131,39034,30,231.421436914252,39.8408550043175,83,581.947314250003,100.186391011724,27,191.826696101372,33.0243372750461,NA,NA,NA,40,13,3868.73541215323,1268.87635702235,654.540418937471,13,3868.73541215323,1268.87635702235,654.540418937471,10,2975.95031704094,976.058736171035,503.492629951901,10,4,31.379653247918,12.0208505828575,5.4022316679301,3,28.8407724499263,14.3977552407439,4.7986410929205,3,25.0494097699219,15.5882420177682,4.31243499260173
"193","el clot","2015-16",1806,291.5,121,1086.5,156,151,27172,66.4654791697336,10.7279552480495,4.45311349919034,39.9860150154571,5.74120418077433,5.55719122626233,81,27172,13,166.491815467673,19.1564299978535,27,329.161588505215,37.8730985091981,14,150.62110912021,17.3303578014056,NA,NA,NA,27,3,806.494854316329,380.222237414745,92.9597726962812,7,1881.8213267381,887.185220634404,216.906136291323,14,3763.6426534762,1774.37044126881,433.812272582646,7,0,0,0,0,5,62.3889539568579,51.2415303598845,7.32264300289037,2,19.8835138635886,18.3196044999958,2.2769597195623
"194","el clot","2017-18",1882,294,163,1180.5,140,104.5,27172,69.2624760783159,10.8199617253055,5.99882231709112,43.4454585602826,5.15236272633593,3.84587074930075,118,27172,17,131.096381073489,18.8390464230314,46,337.911528011849,48.5591662482591,32,303.68998595238,43.6414010571312,NA,NA,NA,30,6,1533.52953115046,585.343609718394,215.294274797849,12,3067.05906230091,1170.68721943679,430.588549595698,8,2044.70604153394,780.458146291191,287.059033063799,5,0,0,0,0,2,18.9317785775776,18.9317785775776,2.72056827635542,2,17.5386720731338,13.9549924093348,2.18133343357899
"195","el clot","2019-20",1858.75931232092,336.404011461318,141.727793696275,1106.09885386819,150.048710601719,124.47994269341,27172,68.4071585573722,12.380539211737,5.21595001090369,40.7073036165242,5.52218131170761,4.5811844064997,65,27172,3,45.8291522460971,3.55512476681104,38,586.03742484868,45.4609361344914,14,199.823628745978,15.5010052931839,NA,NA,NA,34,5,2107.47143577042,914.375434854264,196.426017729923,25,10537.3571788521,4571.87717427132,982.130088649615,3,1264.48286146225,548.625260912559,117.855610637954,7,2,21.3408215255935,7.11360717519783,2.13875502611935,3,40.050871666158,33.2551403611829,4.02581542521461,2,29.5712382826849,21.4710355463671,2.29394253333579
"196","el parc i la llacuna del poblenou","2015-16",2853.5,317,197.5,1990.5,195.5,153,15713,181.601221918157,20.1743779036467,12.5692102081079,126.678546426526,12.44192706676,9.73716031311653,45,15713,2,38.4794976035554,2.65051494014702,11,416.950546733183,28.7200645082398,5,133.192478287068,9.17446109230032,NA,NA,NA,28,6,2754.76155042078,1478.97848330937,177.706793722493,8,3673.01540056105,1971.97131107916,236.94239162999,10,4591.26925070131,2464.96413884895,296.177989537488,8,0,0,0,0,3,41.3677665209019,22.7254421334789,2.95822041516497,4,71.9863553027501,51.6751940676902,4.32189590537774
"197","el parc i la llacuna del poblenou","2017-18",3742.5,395.5,256.5,2762.5,176,152,15713,238.178578247311,25.1702412015529,16.3240628778718,175.809838986826,11.2009164386177,9.67351874244256,66,15713,15,230.061825705676,17.324462219579,29,364.908167285346,27.4788645980688,22,318.363474850803,23.9738860422794,NA,NA,NA,66,13,11223.9954857518,5103.37676826782,849.436965613285,22,18994.4538989646,8636.483761684,1437.50871103787,15,12950.7640220213,5888.51165569363,980.119575707637,13,1,12.2239853806119,6.11199269030593,0.920508964273038,5,49.0875839864385,38.5451330502941,3.79236520930146,7,92.4159822624697,82.9666578701219,6.95604191436505
"198","el parc i la llacuna del poblenou","2019-20",3457.35386819484,378.818051575931,241.603151862464,2517.47277936963,159.457020057307,160.002865329513,15713,220.031430547626,24.1085758019431,15.3760040643075,160.215921808033,10.1480952114368,10.182833661905,47,15713,7,145.551446473215,8.22253896130466,18,420.814836092619,23.7728065856312,14,319.135822551063,18.0287231659839,NA,NA,NA,51,10,10181.5950936092,3732.31248238075,569.729663998844,19,19345.0306778575,7091.39371652342,1082.4863615978,7,7127.11656552643,2612.61873766653,398.810764799191,13,3,59.302472224761,35.4738074477245,3.23096377547172,7,113.833218698018,98.3726054811401,6.81981905143897,2,72.2475072328753,72.2475072328753,2.57975316116131
"199","la vila olímpica del poblenou","2015-16",2685,421,283.5,1598.5,143.5,238.5,9348,287.227214377407,45.0363714163457,30.3273427471117,170.999144201968,15.3508771929825,25.5134788189987,26,9348,5,178.524493095109,6.58190041832235,0,0,0,12,458.380451714053,16.8997230272498,NA,NA,NA,20,3,1585.05084661904,931.69386989091,61.8274977158882,8,4226.80225765077,2484.51698637576,164.873327242369,9,4755.15253985711,2795.08160967273,185.482493147665,5,0,0,0,0,3,80.982743671099,27.7636631835361,3.55135078506796,2,65.9590778746012,65.9590778746012,2.36353795796854
"200","la vila olímpica del poblenou","2017-18",3469,538.5,548,1908,190.5,284,9348,371.095421480531,57.6059050064185,58.6221651690201,204.10783055199,20.3786906290116,30.3808301240907,48,9348,2,51.8741180316826,2.91189247775391,19,418.370600514108,23.4847405753744,9,184.037995039791,10.330755947503,NA,NA,NA,34,2,1663.75519270696,781.75578331195,76.2265354921771,20,16637.5519270696,7817.5578331195,762.265354921771,8,6655.02077082785,3127.0231332478,304.906141968708,11,2,46.4243058673862,46.4243058673862,2.05642852430142,4,93.0039673258335,71.3094360525883,4.10767341590416,4,95.7614992745157,95.7614992745157,4.94648337748302
"201","la vila olímpica del poblenou","2019-20",2593.51575931232,387.982808022923,555.477077363897,1196.80802292264,224.553008595989,228.694842406877,9348,277.440710238802,41.5043654282117,59.4220236803484,128.028243787188,24.0215028450993,24.4645744979543,32,9348,16,382.89884561337,15.5974983828576,23,661.875340773375,26.9616889046207,17,551.242566799375,22.4550299451604,NA,NA,NA,44,8,10557.6633559125,3171.24687354306,369.772918742676,23,30353.2821482485,9117.33476143629,1063.09714138519,8,10557.6633559125,3171.24687354306,369.772918742676,11,4,143.369497244917,119.743357617452,5.10145452534831,3,68.8934755624244,68.8934755624244,2.41338451637449,4,90.9997960933275,52.7138265173879,3.42968684594695
"202","el poblenou","2015-16",2429,297.5,253.5,1519.5,229.5,129,34170,71.0857477319286,8.70646766169154,7.41878841088674,44.468832309043,6.71641791044776,3.77524143985953,102,34170,19,176.003057049114,24.6999059929247,21,199.970586736053,28.0634596724772,21,218.068151655166,30.6032346042173,NA,NA,NA,28,6,1549.24828223171,729.864586462645,217.908173446413,6,1549.24828223171,729.864586462645,217.908173446413,14,3614.91265854066,1703.01736841284,508.452404708296,6,1,3.25157311101696,0.650314622203392,0.428454185824945,3,23.8001920579013,23.8001920579013,3.3400757173074,2,18.5758388876585,18.5758388876585,2.58608680915948
"203","el poblenou","2017-18",2905.5,313,437.5,1763,256.5,135.5,34170,85.0307287093942,9.16008194322505,12.8036289142523,51.5949663447469,7.50658472344162,3.96546678372842,132,34170,18,134.590975917896,19.6606529403119,28,201.049111251175,29.3686614077216,35,261.559694285605,38.2078689708021,NA,NA,NA,47,9,3010.6664046305,1224.10203470151,461.412302355858,10,3345.18489403389,1360.11337189057,512.680335950953,15,5017.77734105083,2040.17005783585,769.020503926429,11,1,8.81665333895848,8.81665333895848,1.28791072514436,3,16.0915996348017,11.457999644221,2.63779711335052,6,40.1331866712766,33.9284321330163,5.86253758211884
"204","el poblenou","2019-20",3117.88108882521,378.339541547278,545.641833810888,1722.21203438395,317.253581661891,154.434097421203,34170,91.2461541944751,11.0722722138507,15.9684469947582,50.4012886855123,9.28456487158007,4.51958142877388,95,34170,8,78.6381812579358,9.55816438584055,54,523.838414907918,63.6705173137859,25,237.11627047742,28.8205583537945,NA,NA,NA,30,2,631.7560011501,249.649124109886,72.4443970107231,15,4738.17000862575,1872.36843082414,543.332977580423,8,2527.0240046004,998.596496439543,289.777588042892,6,1,12.4813861401621,12.4813861401621,1.26328091655572,2,26.8014794480389,13.4007397240194,3.25761534982386,2,20.1605993493698,20.1605993493698,2.72521006708494
"205","diagonal mar i el front marítim del poblenou","2015-16",2347,212.5,287.5,1635,126.5,85.5,13625,172.256880733945,15.5963302752294,21.1009174311927,120,9.28440366972477,6.27522935779817,43,13625,1,13.3970808227871,0.779253783395937,5,111.183034588418,6.46706558678819,8,219.634108430802,12.7752241119861,NA,NA,NA,23,3,1124.50395773795,584.22367092855,64.9686651025594,8,2998.67722063455,1557.9297891428,173.249773606825,8,2998.67722063455,1557.9297891428,173.249773606825,7,0,0,0,0,5,73.7148459307999,62.7099830623503,4.1595078242769,1,12.9290411472963,12.9290411472963,0.803226046974028
"206","diagonal mar i el front marítim del poblenou","2017-18",3341.5,228.5,553.5,2262,181,116.5,13625,245.247706422018,16.7706422018349,40.6238532110092,166.018348623853,13.2844036697248,8.55045871559633,48,13625,5,106.126401624893,5.93519525187822,22,466.220975857644,26.0737430071055,9,224.645331369463,12.5634515416182,NA,NA,NA,32,1,556.936188340525,220.561114527883,34.623825820824,15,8354.04282510787,3308.41671791825,519.357387312361,6,3341.61713004315,1323.3666871673,207.742954924944,4,0,0,0,0,2,25.7309561847972,25.7309561847972,1.71702959138926,1,16.8836987835077,16.8836987835077,0.983424723335121
"207","diagonal mar i el front marítim del poblenou","2019-20",2959.0100286533,257.469914040115,544.216332378223,1815.74498567335,214.190544412607,127.388252148997,13625,217.175047974554,18.8968744249625,39.9424831103283,133.265687021897,15.7204069293657,9.34959648799979,37,13625,6,188.708822144261,8.41854823067816,16,394.316084971898,17.590958078952,18,464.47505935111,20.7208420076154,NA,NA,NA,32,2,1662.22135103218,740.05051696831,74.8798743567009,16,13297.7708082574,5920.40413574648,599.038994853607,11,9142.217430677,4070.2778433257,411.839308961855,9,2,55.1493930831452,41.7334473896002,2.87566983481867,1,21.1429552284774,21.1429552284774,0.93420750864945,3,74.5115881845211,45.7071616292695,3.32405974319678
"208","el besòs i el maresme","2015-16",2791,395.5,303,1641,204.5,247,24660,113.179237631792,16.0381184103812,12.287104622871,66.5450121654501,8.29278183292782,10.0162206001622,92,24660,24,117.215797894369,8.8913910366394,25,198.605324210364,15.0651843116253,32,281.893613094063,21.3830080055348,NA,NA,NA,28,11,2771.90177261417,1212.51859904249,227.303544225362,7,1763.93749166356,771.602744845219,144.647709961594,9,2267.91963213886,992.060671943853,185.975627093478,7,4,20.1505318712895,10.0752659356448,1.52851630652516,0,0,0,0,3,45.8964511640925,28.7757464486789,3.89657207249017
"209","el besòs i el maresme","2017-18",2560.5,385,375.5,1407,236,157,24660,103.832116788321,15.6123276561233,15.2270884022709,57.0559610705596,9.57015409570154,6.36658556366586,87,24660,3,34.1111182822759,3.15728910807126,23,236.882211480113,21.9255674942386,12,164.85644940716,15.258938971197,NA,NA,NA,28,6,1728.32207477981,891.483032175107,178.572780749398,9,2592.48311216971,1337.22454826266,267.859171124096,3,864.161037389904,445.741516087553,89.2863903746988,5,1,10.3669540832783,10.3669540832783,1.04447686345878,1,9.87962554672668,4.93981277336334,0.91444771386198,0,0,0,0
"210","el besòs i el maresme","2019-20",2387.38968481375,397.904011461318,318.02435530086,1158.55014326648,280.505730659026,232.405444126074,24660,96.8122337718472,16.1356046821297,12.8963647729465,46.9809466044799,11.3749282505688,9.4243894617224,45,24660,9,215.154012763683,12.0569843797603,21,455.024858661507,25.4990717710214,15,366.773701333873,20.5535780210919,NA,NA,NA,33,7,4480.46615042809,1471.7213349895,286.625920904808,12,7680.79911501959,2522.950859982,491.3587215511,8,5120.53274334639,1681.967239988,327.572481034067,10,2,36.5421886995827,15.3152998781911,2.45732130231885,4,64.3447249312918,29.2165679940456,4.64693562440439,3,73.0349324505389,73.0349324505389,4.09279394059078
"211","provençals del poblenou","2015-16",973.5,171.5,135,480,122.5,64.5,21303,45.6977890437966,8.05050931793644,6.33713561470215,22.5320377411632,5.75036379852603,3.02774257146881,70,21303,4,52.7757671484276,5.09608905048632,20,292.326129386935,28.2273487934356,21,311.968907932138,30.124078184101,NA,NA,NA,13,2,347.2026565544,252.769526055764,32.4939310003686,1,173.6013282772,126.384763027882,16.2469655001843,8,1388.8106262176,1011.07810422306,129.975724001474,3,0,0,0,0,0,0,0,0,3,47.4146493084956,47.4146493084956,4.57841331787959
"212","provençals del poblenou","2017-18",1137,168,201.5,558,139.5,70,21303,53.3727643993804,7.88621320940713,9.45876167675914,26.1934938741022,6.54837346852556,3.2859221705863,86,21303,9,114.679580757761,11.9608820170238,27,267.414356305958,27.8908550615492,19,252.063407193141,26.289777607529,NA,NA,NA,15,1,165.073633036979,73.5363432573532,17.3749865443591,5,825.368165184896,367.681716286766,86.8749327217952,4,660.294532147917,294.145373029413,69.4999461774362,1,1,6.76909882506127,6.76909882506127,0.864097300106858,0,0,0,0,0,0,0,0
"213","provençals del poblenou","2019-20",1281.83810888252,174.575931232092,269.776504297994,580.28223495702,176.961318051576,80.2421203438395,21303,60.1717180154214,8.19489889837543,12.6637799510864,27.2394608720377,8.30687311888353,3.76670517503824,54,21303,10,168.858224200333,11.7307993502343,24,423.181764168606,29.3989847853103,21,401.946095062372,27.923715371973,NA,NA,NA,16,3,839.850445692501,310.993116313148,58.9704574288528,3,839.850445692501,310.993116313148,58.9704574288528,5,1399.75074282083,518.321860521913,98.2840957147546,4,0,0,0,0,1,9.44427490201515,9.44427490201515,0.954953368019106,1,18.0897897333032,18.0897897333032,1.25672110229909
"214","sant martí de provençals","2015-16",1146,202,117.5,627,125.5,74,26168,43.7939468052583,7.71935188015897,4.49021705900336,23.9605625191073,4.79593396514827,2.82788138184042,93,26168,5,45.4851283448421,5.38030636790629,17,153.204152141686,18.1220830929252,14,149.27993524171,17.6578986452984,NA,NA,NA,18,0,0,0,0,6,1067.51506957233,479.395147752761,120.977097971482,10,1779.19178262056,798.991912921268,201.628496619136,5,0,0,0,0,1,3.12073152526309,3.12073152526309,0.335401894699529,4,43.9207557321613,21.9625113915704,5.19526118421519
"215","sant martí de provençals","2017-18",1270.5,219,135.5,732,124.5,59.5,26168,48.5516661571385,8.36900030571691,5.17808009782941,27.9730969122592,4.75771935188016,2.27376948945277,105,26168,14,131.033192810457,15.7896713113369,19,177.093585584085,21.3400089530267,23,242.724279339972,29.2485934888511,NA,NA,NA,28,7,1819.02935188444,774.317262906056,230.466515235408,7,1819.02935188444,774.317262906056,230.466515235408,6,1559.16801590095,663.700511062334,197.542727344636,8,2,26.2947113318037,13.1473556659019,3.1685471463421,3,27.3444466333757,17.2410216646778,4.08299486020408,3,33.5094833380142,20.3621276721123,4.03793662026788
"216","sant martí de provençals","2019-20",1279.63610315186,238.616045845272,119.246418338109,716.280802292264,134.773638968481,70.7191977077364,26168,48.9007988058645,9.11861991154357,4.55695576039854,27.3723938509731,5.1503224919169,2.70250679103242,87,26168,17,176.068572385942,19.5168198381675,44,501.611032793588,55.6024963638045,20,200.252105329423,22.1975120770625,NA,NA,NA,32,9,3827.80570476628,1658.12770000133,386.434805224336,15,6379.67617461046,2763.54616666888,644.058008707226,3,1275.93523492209,552.709233333775,128.811601741445,9,5,66.2343954795061,37.8751601067917,6.69866883200713,3,35.5704976817242,35.5704976817242,3.61995419154342,1,5.07548254127844,5.07548254127844,0.562606244871246
"217","la verneda i la pau","2015-16",1508,277,218.5,646,254.5,112,28883,52.2106429387529,9.59041650798047,7.56500363535644,22.3660977045321,8.81141155697123,3.87771353391268,160,28883,17,106.972454014263,12.6897431428396,45,336.202359703944,39.882431678073,18,124.96407641238,14.8240221874676,NA,NA,NA,18,8,950.648090805411,479.373609601365,112.481212822335,4,475.324045402706,239.686804800683,56.2406064111676,5,594.155056753382,299.608506000853,70.3007580139595,9,4,26.3656659253368,18.5181973038345,3.12766058762974,3,17.7790306058107,10.3032067918969,2.07273211668242,2,22.7189392039068,14.8714705824044,2.69506300133049
"218","la verneda i la pau","2017-18",1566.5,296.5,225,727,214,104,28883,54.2360558113769,10.2655541321885,7.79004951009244,25.1705155281654,7.40920264515459,3.60073399577606,155,28883,13,99.4404287731622,17.2106120328517,40,268.261899977291,46.4293199523179,35,259.841775334141,44.9720102817003,NA,NA,NA,31,4,938.985734493005,420.792465667999,159.215641496424,8,1877.97146898601,841.584931335998,318.431282992848,12,2816.95720347902,1262.377397004,477.646924489271,10,0,0,0,0,1,4.99262930686841,4.99262930686841,0.864097300106858,5,47.7142542438442,27.9498896553946,8.25812527519272
"219","la verneda i la pau","2019-20",1683.88968481375,300.161891117478,271.836676217765,775.220630372493,239.176217765043,97.4942693409742,28883,58.3003733965915,10.3923377459917,9.41164962842381,26.8400315193191,8.28086479122816,3.37548971162879,67,28883,14,218.660325418562,18.7070121317351,26,416.418659072402,35.6257994779651,16,225.648163080296,19.3048414986421,NA,NA,NA,27,6,2206.03087501958,1048.79662848467,192.193813938418,6,2206.03087501958,1048.79662848467,192.193813938418,5,1838.35906251632,873.997190403894,160.161511615348,4,2,27.3856349723484,12.5432206027118,2.05825751489278,1,13.8054740439293,6.90273702196463,1.68908032508092,0,0,0,0
